x
LYSMD3
OAZ1
VPS53
LRMDA
ARHGAP44
CNNM4
MYO5A
RPS26P28
HECTD1
STOML2
MTATP6P24
ENSG00000241255
DAGLB
MTCYBP12
EIF1
PRRC2A
DECR1
ZBTB2
ZNF337
CILK1
CLCN5
HMGXB4
EBP
RNF13
ZYG11B
CNIH1
ANKZF1
RBM6
PRPSAP2
TEFM
ZNF706
PAPLN
LIN9
USP25
LRP5
ACAA1
PPM1L
APOE
SUGP1
SPTAN1
ATOX1
MTND4P23
C4orf46
ADAR
DEPDC4
IP6K1
SETD5
TMEM69
MIA2
JAGN1
FAM13B
ENSG00000288258
BTRC
FNTB
TAF7
TESK1
DIS3L
EIF2AK1
SLC25A10
POLR2D
SEL1L
NUDT13
RIPK4
FKBP1A
TUBB4B
EXOSC5
ITGA5
STUB1
MUTYH
XIAP
FAM43B
INPP5A
ZNF324
ZNF174
DESI2
ENSG00000261799
CREB3L2
GRWD1
TCF20
BLTP3A
BNIP1
SLC27A2
SERP1
ARIH1
DNAJC11
COL6A1
ISL2
EIF3J
ENSG00000278291
BCAR3
LNX2
PLCG1
RABEPK
ATRAID
CEP89
PPP1R3D
PXN
ONECUT2
RACGAP1
ENSG00000272468
ARF4
NIN
R3HDM1
OS9
RAB5IF
CPNE7
HP1BP3
SNHG5
MTMR11
POLR2E
CASP6
FNBP1
CLDN10
THAP12
ETFBKMT
MRPS11
LPP-AS2
SGTB
SNX29
POLR3GL
MOB4
BORCS6
DDA1
MCCC1
ZNF697
POC1A
LOX
HNF4G
GIGYF1
FERMT2
GALNT18
CD163
CDC14B
RPL23AP74
IL17RC
KYAT3
WRN
NONO
MSL3
EXOC3
PAXBP1
MRM2
KMT5B
HOXB8
GLRX2
TFPI
TCAM1P
RAB18
SLC45A3
HLA-E
RIN1
FDXR
ZDBF2
TMEM185A
U2SURP
DUT
ARSJ
MID1IP1
NDUFA5
PIK3CD-AS2
PAFAH1B3
EEF1A1P5
KCTD6
NCOA2
POLR2I
APEX2
ATP2B3
RASA3
NR1H3
MAPK12
SLC22A18
RAB11FIP5
AMOT
ALPL
ARHGAP18
IDH2
OIP5
FBXO31
ESCO2
SMAD9
FBLL1
MGAT5
FANCA
PSAT1
CEP70
LINC00511
PTGER2
GCFC2
FRRS1L
CFL2
DNTTIP2
RPS20
KPNA5
TAF4
RPS15A
CSDE1
MSTO1
USP43
COQ10A
ZNF517
TMEM74B
ZNF330
SAMHD1
RPL36P3
POLR1A
SYT17
SDCBP
SLC39A13
SCG5
CDH24
FSCN3
WDR64
ATP6V1D
CAST
ENSG00000280325
RBBP4
PPP2R5B
ACLY
CNN3
MAP3K4
KHDRBS1
GAS8
DLGAP4
OST4
LSM11
PAN2
STRIP1
PAIP1
JMJD1C
ATG2B
NEURL1B
CISD3
TKT
DBF4
SF3B1
DNA2
PRELID1
TBX18
ITSN1
NDUFB4
GPR137B
TMEM161B
ZNF440
CSF1
UPF1
SEZ6L2
IER2
STRN3
MON2
HAUS8
TTC19
PPIA
DYNC2LI1
MYH10
URM1
NBDY
RIOK2
KAZN
PIGU
TAF2
PPFIBP1
RAC3
DECR2
MAP3K13
ZNHIT1
MIEF1
FCGBP
UBASH3B
ZBTB14
PCGF1
LIMA1
CD83
XPO6
C17orf97
SAR1B
PRUNE1
SHOX2
MTND4P2
RPL36
PAQR3
ENSG00000284461
PRKAG2
SMYD2
IPO5
CYB5R2
MT-CO1
RCN3
TRPC1
TCFL5
NDUFAB1
NOL8
CIDEC
PCP2
PELP1
KIF18B
ITSN2
MON1A
TMEM9
HSPA5
NR1D2
KRT81
LPCAT4
DPP7
C16orf87
MARCHF6
PGM2
KMT2A
CCDC15
TMEM102
TBC1D23
CCNC
PGBD4
MED30
TTF1
NAT16
RGL1
GEMIN8
RPS10
ZNF7
CHD8
FSTL4
EIF5A2
TOMM20
ENSG00000291176
BLMH
MNX1
ATP13A3
TRAPPC9
SP4
NOL6
ZNF692
DNAJB13
PAN3
HSP90B1
RNF175
UFD1
GSR
DMPK
PRDX2
PIAS3
CHFR
DPYSL2
DVL2
EZR
SLC39A8
PLSCR1
ADH5
ALOXE3
SLC2A4RG
S100PBP
ESD
TASOR
ZNF24
SLC29A1
HIPK1
SH3BP4
RAB20
C5orf34
GRAMD2B
KRBA1
ANXA2
LRRC58
KLHL7
PEX2
SNRNP40
PPP1R3E
CTSZ
ACTR2
IL27RA
CLCC1
APOOL
TGIF1
ALG9
CPNE8-AS1
CBR4
PPT1
RYK
CPLANE2
PDSS2
SNX30
SETMAR
ARPP19
CRIPT
SLC25A14
MTMR6
SLC22A12
PLCD3
PHF23
NCDN
ILVBL
GRAMD1C
PSMC1
SNX12
TMEM143
ANO6
CSAD
XRCC5
SNHG16
SLC10A3
ARMC8
IFI6
ANXA3
WDR54
FAM168B
FRMD4B
BRD2
APOBEC3B
FBXO4
PGS1
CFAP298
CKAP2L
JADE1
PEG10
ENSG00000237550
UNC13B
COLGALT1
MFHAS1
PDE4D
MARCHF9
SRRM3
ENSG00000267002
SF3B2
UQCRQ
SIN3A
CEP120
NAF1
RHBDL3
INTU
GOT2
EDRF1
FAM210A
RPS13
GGA2
RHOBTB1
MIGA2
CARM1
RALBP1
FADS1
DCAF11
MAP2K3
POLR3A
MIR22HG
UTP3
EMC1
RAD51C
MOSMO
UBQLN1
TRMT2B
ARL15
HELLS
SOX12
FZD7
ARAP1
RNA5-8SN3
HOXD4
BICD2
ZDHHC13
RPL24
SERPINE2
ENSG00000286264
IRF5
RBM38
HTATSF1
ABCA3
MSANTD3
LINC01119
FBXO38
PDE4A
KIF5B
CGRRF1
CASTOR1
MRPL12
ASH2L
AGT
FDX2
CADPS2
TMEM205
NR1H2
DUSP12
SYTL3
SETD3
ACER3
ENSG00000279207
ZXDB
CYSTM1
ENSG00000219928
DUSP7
CDADC1
RPL31P11
PRIMPOL
GTF2F1
INPP5J
OTUD7B
RSU1
MTCO3P28
LIMK2
SH2D4A
MT1JP
ZDHHC3
VIRMA
ZNF44
CSGALNACT2-DT
NGEF
KAT2A
SOCS5
PTTG1IP
SART1
CDR2
GOLGA7B
MUL1
MPPE1
ZSWIM8
GLIS1
CASP8AP2
SPINDOC
ENSG00000218426
GLIS3
PHKG2
ARL11
ERO1A
GANC
DPH5
ARPC3
HLA-A
HCG18
IFI44L
C4A
MT-ND1
RIF1
GRN
TTC28
ASB6
SSNA1
B2M
LINC01003
ATP5F1B
DDX54
PEDS1-UBE2V1
MRRFP1
TMEM101
CFAP73
FAM53C
TTLL11
HDAC8
DDX20
CEMIP
PSMB2
KPNA2
KAT8
LIPE
POMT2
WNT7A
TXNRD2
LETMD1
GVQW3
MTCL1
CS
RAB3D
MED13
GTPBP8
DYNLT2B
RAD52
LGMN
FBRS
SYNC
NEK3
GEMIN2
FN1
SMARCD3
NRIP1
APRT
ZNF354A
NFYC
ENSG00000272829
SCO1
IFI27L2
RHPN1
SRSF11
MSANTD4
YAP1
QTRT1
ARMH4
SNORA12
TBCE
GSE1
DDX23
MTR
ENSG00000282386
TBC1D8
ARRDC3
MFSD14A
ORMDL2
OCRL
ATOH8
FKBP10
MYLIP
CASKIN2
MITF
TPM4
PER3
IFI35
TMEM184C
FRMD4A
PPP2R2C
NPHP3
CDS2
CKAP4
NOS2
MORF4L1P1
ZNF487
HEYL
CYFIP2
DOCK2
CDC25A
PRMT6
PSIP1
BCL2L2-PABPN1
STK38L
MSRB3
ERH
SNAP29
TP53BP2
NBEAL2
LTBR
ECT2
DCUN1D3
HNRNPA2B1
SIPA1L3
SENP8
CAB39
TDRD3
IHO1
NSUN5
DUSP1
ACBD6
GINS1
CC2D2A
DOLPP1
PKD1
BCAS3
MARK3
MPP2
WIPF2
ENSG00000289094
DNAJC16
LIG3
SMC5
MAPKAPK3
DCK
SELENOW
SPTSSA
C1D
RARG
HCCS
TRMT2A
BCAM
IFITM2
SMPD4
TANGO2
SMIM26
SYT12
ENSG00000264968
MYOF
IL6R
GM2A
ENSG00000244716
PPP3R1
COX6C
RAB14
LAMTOR5
RNF103
MSANTD2
NUMB
SNCB
CCM2
MPG
SRSF5
ENSG00000288663
MTND1P20
ZMYM5
TMEM50A
KBTBD11
EHMT1
RPL36AL
RN7SL1
FAM3C
L2HGDH
C5orf63
ENSG00000289690
SFTA2
MRAS
SLC49A4
AMN
NTF3
FAM50A
SOHLH2
ZFYVE1
IFNAR1
GNB4
TTLL1
NR2C1
RBM25
OCEL1
XIST
ENSG00000289685
ARHGEF2
BOLA1
VPS4B
PRIM1
POP5
ZSCAN21
ZNF668
HOXC-AS1
CALM2
ENSG00000288749
NKX2-8
NDUFS4
ENSG00000290976
PCNT
KPTN
TMSB10
KATNIP
TTC23
GPI
OGFRL1
PBLD
WDR20
NATD1
DIABLO
LINC01436
SFT2D2
SMIM4
EXOSC2
IGHMBP2
SAAL1
BAZ2B
SPICE1
VPS8
ENSG00000256514
MRPS28
ENSG00000286112
MTCO1P51
ACOT6
RPS6KA3
TRIP11
CDC25B
ITGB1BP1
CNOT10
ADK
ENSG00000215840
ADAMTSL3
SVEP1
GOSR2
ADM5
CD2BP2-DT
RPS2P4
SEC23IP
SMTN
ADORA2A
LIFR
GLRB
PTPN12
PDCD2
NECAB3
PRELID3B
AEBP2
ENSG00000260272
NLRX1
RHEBL1
ZNF394
CTPS2
PPP4C
SYVN1
SEC24A
CTTNBP2NL
MTND4P4
ZNF503-AS2
DMAC2L
HEATR6
DDAH2
MORC3
KHDC1-AS1
RBCK1
BEX3
CSPG4
C1orf35
BOK
TM7SF2
DXO
FANCD2
MARK1
RGS14
SOGA1
ATP5PB
FKBP1B
EFNB1
UBE2H
ZNF674-AS1
ZFAND6
EEF1G
GGN
PKMYT1
PSG3
CHST7
MTND2P18
NRBP1
BRD1
METTL22
TIMP2
DNPEP
FAM131C
MCTS1
SRSF1
MOCOS
CMC2
THAP6
ENSG00000272916
SMC2
MYL6
CNNM2
MAP4K5
C19orf48
HTT
PPIF
GLCCI1
GYS1
ATP5F1E
NDUFAF4P1
RALGDS
EIF2S1
GOLIM4
MIDEAS
DYNLT3
QRICH1
VPS13D
NUFIP1
ZNF484
SARAF
EEF1D
DZIP3
SUCO
TM4SF19
EHD1
MKKS
THEM6
PPP1R3F
ENSG00000233393
BLOC1S5-TXNDC5
VIM-AS1
ATN1
KDM5A
GNB2
YTHDF2
EIF3L
APBB1IP
APPL1
SLC31A2
HMGN3
GTF2IRD2B
SURF1
COX11
RPL13AP25
BBS1
NAPG
OXSM
NCS1
NDUFB1
CNP
NUP50
SMARCB1
PPP1R2
CDK2AP1
APH1B
HHIP-AS1
TAF4B
RLF
PIGC
CRACDL
INPP5B
ENSG00000266944
OSBPL9
RFX5
TECPR1
PIP4P2
HOMER1
RPL6
TMEM38B
MRPS10
H2AC20
NEDD8
RUSC1
NCAPH
GMPPB
HIF1AN
SEC22A
TRMT13
MRPL9
COPS7B
PGLS
BRWD3
PPP1R37
CRNDE
ARFIP1
CREB3L4
PDLIM7
SETD6
GLB1L3
ETV5
ZNF483
HS3ST3A1
NAA38
POLR3E
RABL6
SCAMP2
ZKSCAN1
NRBP2
GPATCH2L
IFNAR2
C4orf48
ZNF197
YIPF2
PRPF4
NUDT2
TNNT1
NFS1
TM9SF1
LRRIQ3
HROB
SPCS1
PLD1
ENSG00000257341
FSCN1
LATS2
PLPPR2
TRAF5
CRYL1
TAMM41
TSHZ3
ATG16L2
ZNF821
GCHFR
ENSG00000272905
MYOZ1
SRP54-AS1
WASH2P
RNPS1
SPATS2
PYGL
RRAS2
LDLRAP1
IRAK1
EIF1AD
UBTD2
ABCC1
ARL6
BUD23
COQ4
ENSG00000285043
KRT222
MCM6
FLT3
MARK2
BOLA3
PLEKHH2
CHEK1
OGG1
STX12
SPPL2B
ZNF467
CASP7
WDR41
SYNGR2
IFIH1
RPS6KA5
NAP1L5
ITPR3
IFI30
SYT11
ENSG00000272599
WDR83
CENPQ
RAB11FIP1
DHRS2
NDUFV2
OTULIN
RPL23A
LRG1
ENSG00000289519
CETN2
SLIRP
C17orf98
SH3GL1
ULK4
ZFTRAF1
TRADD
